;cm_projectno;orderno;shop;partno;order_type;order_date;closing_date;state;internal_repair;serial_batch_no;detail_state;qty_order;backorder;description;condition;receiving_number;delivery_date;condition_POST;ultima_act;ARRIVAL_IN_SHOP;PAUSED;PAUSING_REASON_I;MUTATOR;year;month;day;year_month;tat;TAT_logistic;TAT_ack_to_close;order_date_mean;tat_mean;TAT_ack_to_close_mean;TAT_logistic_mean;indice;TAT_KPI_month
887;CM30909;R3495719;METROLOGY-A;H-2016-01;R;2019-08-27;2019-10-03;C;Y;T25441;R;1,0;0,0;MANOMETRO;CA;117556;2019-10-03;R;2023-06-28T11:53:20.039Z;2019-08-28;N;-1;AU031609;2019;8;27;2019-08;37;1,0;36,0;2019-08;65,31012658227849;25,23148148148148;38,56481481481482;11;-51,52011291460834
888;CM30948;R3499819;METROLOGY-A;VALR-212-4500;R;2019-08-27;2019-11-27;C;Y;12155;R;1,0;0,0;MANOMETRO;CA;122706;2019-11-27;R;2023-06-28T11:53:20.039Z;2019-08-28;N;-1;AU031609;2019;8;27;2019-08;92;1,0;91,0;2019-08;65,31012658227849;25,23148148148148;38,56481481481482;11;-51,52011291460834
889;CM29668;R3294819;METROLOGY;8844;R;2019-08-09;2019-09-19;C;Y;1643;R;1,0;0,0;MANOMETRO DE RUEDAS;CA;116174;2019-09-19;R;2023-06-28T11:53:20.039Z;2019-08-29;N;-1;AR013158;2019;8;9;2019-08;41;20,0;21,0;2019-08;65,31012658227849;25,23148148148148;38,56481481481482;11;-51,52011291460834
890;CM30664;R3478219;METROLOGY;QD2R1000;R;2019-08-26;2019-10-05;C;Y;0612501370;R;1,0;0,0;TORQUIMETRO;CA;117796;2019-10-05;R;2023-06-28T11:53:20.039Z;2019-08-29;N;-1;AR013158;2019;8;26;2019-08;40;3,0;37,0;2019-08;65,31012658227849;25,23148148148148;38,56481481481482;11;-51,52011291460834
891;CM24914;R2607519;METROLOGY;300 PSI;R;2019-06-03;2019-08-29;C;Y;2003;R;1,0;0,0;MANOMETRO;CA;113872;2019-08-29;R;2023-06-28T11:53:20.039Z;2019-08-29;N;-1;AR013158;2019;6;3;2019-06;87;87,0;0,0;2019-06;102,78518518518518;23,95402298850575;98,06896551724138;9;-49,67511313810771
892;CM30168;R3398119;METROLOGY;ATECH2FR100B;R;2019-08-19;2019-11-16;C;Y;0318105089;R;1,0;0,0;TORQUIMETRO;SC;121824;2019-11-16;US;2023-06-28T11:53:20.039Z;2019-08-29;N;-1;AR013812;2019;8;19;2019-08;89;10,0;79,0;2019-08;65,31012658227849;25,23148148148148;38,56481481481482;11;-51,52011291460834
893;CM30678;R3479919;METROLOGY;F701198;R;2019-08-26;2019-10-02;C;Y;P62142;R;1,0;0,0;TORQUIMETRO;CA;117482;2019-10-02;R;2023-06-28T11:53:20.039Z;2019-08-29;N;-1;AR023252;2019;8;26;2019-08;37;3,0;34,0;2019-08;65,31012658227849;25,23148148148148;38,56481481481482;11;-51,52011291460834
894;CM30687;R3481719;METROLOGY;QD21000;R;2019-08-26;2019-09-21;C;Y;0315504501;R;1,0;0,0;TORQUIMETRO;SC;116372;2019-09-21;US;2023-06-28T11:53:20.039Z;2019-08-29;N;-1;AR013158;2019;8;26;2019-08;26;3,0;23,0;2019-08;65,31012658227849;25,23148148148148;38,56481481481482;11;-51,52011291460834
895;CM30666;R3478719;METROLOGY;700 LB/IN;R;2019-08-26;2019-09-19;C;Y;T00049;R;1,0;0,0;TORQUIMETRO;SC;116116;2019-09-19;US;2023-06-28T11:53:20.039Z;2019-08-29;N;-1;AR013158;2019;8;26;2019-08;24;3,0;21,0;2019-08;65,31012658227849;25,23148148148148;38,56481481481482;11;-51,52011291460834
896;CM30663;R3477819;METROLOGY;QD1200;R;2019-08-26;2019-10-12;C;Y;0315030671;R;1,0;0,0;TORQUIMETRO;CA;118541;2019-10-12;R;2023-06-28T11:53:20.039Z;2019-08-29;N;-1;AR014968;2019;8;26;2019-08;47;3,0;44,0;2019-08;65,31012658227849;25,23148148148148;38,56481481481482;11;-51,52011291460834
897;CM27273;R2946519;METROLOGY;QD3R250A;R;2019-07-04;2019-10-12;C;Y;0418703854;R;1,0;0,0;TORQUIMETRO;CA;118517;2019-10-12;R;2023-06-28T11:53:20.039Z;2019-08-29;N;-1;AR014968;2019;7;4;2019-07;100;56,0;44,0;2019-07;123,85526315789474;38,23076923076923;99,95192307692308;10;37,34360184093064
898;CM29592;R3276019;METROLOGY;J6134F;R;2019-08-08;2019-09-05;C;Y;10910010;R;1,0;0,0;TORQUIMETRO;CA;114566;2019-09-05;R;2023-06-28T11:53:20.039Z;2019-08-29;N;-1;AR013158;2019;8;8;2019-08;28;21,0;7,0;2019-08;65,31012658227849;25,23148148148148;38,56481481481482;11;-51,52011291460834
899;CM30669;R3479319;METROLOGY;TORQUMAN-15;R;2019-08-26;2019-08-29;C;Y;P52033;R;1,0;0,0;TORQUE WRENCH;CA;113867;2019-08-29;R;2023-06-28T11:53:20.039Z;2019-08-29;N;-1;AR014968;2019;8;26;2019-08;3;3,0;0,0;2019-08;65,31012658227849;25,23148148148148;38,56481481481482;11;-51,52011291460834
900;CM29830;R3327119;METROLOGY;TE25A;R;2019-08-13;2019-09-02;C;Y;25548;R;1,0;0,0;TORQUIMETRO;CA;114242;2019-09-02;R;2023-06-28T11:53:20.039Z;2019-08-29;N;-1;AR013158;2019;8;13;2019-08;20;16,0;4,0;2019-08;65,31012658227849;25,23148148148148;38,56481481481482;11;-51,52011291460834
901;CM29524;R3262919;METROLOGY;TE602FUA;R;2019-08-07;2019-09-06;C;Y;7005;R;1,0;0,0;TORQUIMETRO;SC;114666;2019-09-06;US;2023-06-28T11:53:20.039Z;2019-08-29;N;-1;AR013812;2019;8;7;2019-08;30;22,0;8,0;2019-08;65,31012658227849;25,23148148148148;38,56481481481482;11;-51,52011291460834
902;CM29590;R3275319;METROLOGY;50-K;R;2019-08-08;2019-09-05;C;Y;13236;R;1,0;0,0;TORQUIMETRO;CA;114576;2019-09-05;R;2023-06-28T11:53:20.039Z;2019-08-29;N;-1;AR013158;2019;8;8;2019-08;28;21,0;7,0;2019-08;65,31012658227849;25,23148148148148;38,56481481481482;11;-51,52011291460834
903;CM30534;R3450019;METROLOGY;3000PSI;R;2019-08-23;2019-10-09;C;Y;0629;R;1,0;0,0;MANOMETRO;CA;118137;2019-10-09;R;2023-06-28T11:53:20.039Z;2019-09-02;N;-1;AR013158;2019;8;23;2019-08;47;10,0;37,0;2019-08;65,31012658227849;25,23148148148148;38,56481481481482;11;-51,52011291460834
904;CM30665;R3478919;METROLOGY;10000PSI;R;2019-08-26;2019-09-05;C;Y;2686;R;1,0;0,0;MANOMETRO;CA;114607;2019-09-05;R;2023-06-28T11:53:20.039Z;2019-09-03;N;-1;AR013158;2019;8;26;2019-08;10;8,0;2,0;2019-08;65,31012658227849;25,23148148148148;38,56481481481482;11;-51,52011291460834
905;CM31331;R3582719;METROLOGY-A;TM100;R;2019-09-03;2019-11-26;C;Y;140404531;R;1,0;0,0;TERMOMETRO DIGITAL;CA;122601;2019-11-26;R;2023-06-28T11:53:20.039Z;2019-09-04;N;-1;AU031609;2019;9;3;2019-09;84;1,0;83,0;2019-09;68,34328358208955;22,823529411764707;31,776470588235295;12;-10,550305460099269
906;CM26565;R2844519;METROLOGY;5000-PSI;R;2019-06-25;2019-09-06;C;Y;6G50003;R;1,0;0,0;MANOMETRO;CA;114731;2019-09-06;R;2023-06-28T11:53:20.039Z;2019-09-05;N;-1;AR013812;2019;6;25;2019-06;73;72,0;1,0;2019-06;102,78518518518518;23,95402298850575;98,06896551724138;9;-49,67511313810771
907;CM26566;R2844719;METROLOGY;5000-PSI;R;2019-06-25;2019-10-24;C;Y;6G50005;R;1,0;0,0;MANOMETRO;CA;119776;2019-10-24;R;2023-06-28T11:53:20.039Z;2019-09-05;N;-1;AR014968;2019;6;25;2019-06;121;72,0;49,0;2019-06;102,78518518518518;23,95402298850575;98,06896551724138;9;-49,67511313810771
908;CM31390;R3603819;METROLOGY;6000-PSI;R;2019-09-04;2019-09-05;C;Y;3567;R;1,0;0,0;MANOMETRO;CA;114567;2019-09-05;R;2023-06-28T11:53:20.039Z;2019-09-05;N;-1;AR013812;2019;9;4;2019-09;1;1,0;0,0;2019-09;68,34328358208955;22,823529411764707;31,776470588235295;12;-10,550305460099269
909;CM29933;R3356319;METROLOGY;PDVDI-120;R;2019-08-14;2021-02-24;C;Y;DI10277;R;1,0;0,0;VISCOSIMETRO;SV;146854;2021-02-24;R;2023-06-28T11:53:20.039Z;2019-09-06;N;-1;AR013812;2019;8;14;2019-08;560;23,0;537,0;2019-08;65,31012658227849;25,23148148148148;38,56481481481482;11;-51,52011291460834
910;CM25865;R2715319;METROLOGY;5000 PSI;R;2019-06-12;2019-09-06;C;Y;9007;R;1,0;0,0;MANOMETRO;CA;114760;2019-09-06;R;2023-06-28T11:53:20.039Z;2019-09-06;N;-1;AR013158;2019;6;12;2019-06;86;86,0;0,0;2019-06;102,78518518518518;23,95402298850575;98,06896551724138;9;-49,67511313810771
911;CM25827;R2712019;METROLOGY;TE6FUA;R;2019-06-12;2019-09-16;C;Y;25784;R;1,0;0,0;TORQUIMETRO;CA;115801;2019-09-16;R;2023-06-28T11:53:20.039Z;2019-09-06;N;-1;AR013158;2019;6;12;2019-06;96;86,0;10,0;2019-06;102,78518518518518;23,95402298850575;98,06896551724138;9;-49,67511313810771
912;CM31472;R3622619;METROLOGY;ATECH3FR250B;R;2019-09-05;2019-09-07;C;Y;1217101022;R;1,0;0,0;TORQUIMETRO;CA;114820;2019-09-07;R;2023-06-28T11:53:20.039Z;2019-09-06;N;-1;AR013158;2019;9;5;2019-09;2;1,0;1,0;2019-09;68,34328358208955;22,823529411764707;31,776470588235295;12;-10,550305460099269
913;CM31470;R3622419;METROLOGY;ACCURA 5;R;2019-09-05;2019-09-10;C;Y;140929038;R;1,0;0,0;MANOMETRO DE RUEDAS;CA;115057;2019-09-10;R;2023-06-28T11:53:20.039Z;2019-09-07;N;-1;AR013158;2019;9;5;2019-09;5;2,0;3,0;2019-09;68,34328358208955;22,823529411764707;31,776470588235295;12;-10,550305460099269
914;CM30530;R3449219;METROLOGY;TORQUMAN-9;R;2019-08-23;2019-10-12;C;Y;Z06950;R;1,0;0,0;TORQUE WRENCH;CA;118513;2019-10-12;R;2023-06-28T11:53:20.039Z;2019-09-07;N;-1;AR014968;2019;8;23;2019-08;50;15,0;35,0;2019-08;65,31012658227849;25,23148148148148;38,56481481481482;11;-51,52011291460834
915;CM26554;R2840519;METROLOGY;500 PSI;R;2019-06-25;2019-10-12;C;Y;2716;R;1,0;0,0;MANOMETRO;CA;118518;2019-10-12;R;2023-06-28T11:53:20.039Z;2019-09-07;N;-1;AR013158;2019;6;25;2019-06;109;74,0;35,0;2019-06;102,78518518518518;23,95402298850575;98,06896551724138;9;-49,67511313810771
916;CM30527;R3450119;METROLOGY;B7KT28;R;2019-08-23;2019-10-11;C;Y;T00019;R;1,0;0,0;TORQUIMETRO;CA;118409;2019-10-02;R;2023-06-28T11:53:20.039Z;2019-09-07;N;-1;AR014968;2019;8;23;2019-08;40;15,0;25,0;2019-08;65,31012658227849;25,23148148148148;38,56481481481482;11;-51,52011291460834
917;CM30136;R3393519;METROLOGY;400/K2;R;2019-08-19;2019-10-11;C;Y;1642;R;1,0;0,0;MANOMETRO;CA;118471;2019-10-11;R;2023-06-28T11:53:20.039Z;2019-09-07;N;-1;AR013158;2019;8;19;2019-08;53;19,0;34,0;2019-08;65,31012658227849;25,23148148148148;38,56481481481482;11;-51,52011291460834
918;CM30116;R3392419;METROLOGY;595-07;R;2019-08-19;2019-10-22;C;Y;0854;R;1,0;0,0;MANOMETRO;CA;119489;2019-10-22;R;2023-06-28T11:53:20.039Z;2019-09-07;N;-1;AR014968;2019;8;19;2019-08;64;19,0;45,0;2019-08;65,31012658227849;25,23148148148148;38,56481481481482;11;-51,52011291460834
919;CM30115;R3392219;METROLOGY;4200LBF;R;2019-08-19;2019-10-24;C;Y;3136;R;1,0;0,0;MANOMETRO DE MANDRILADORA;CA;119793;2019-10-24;R;2023-06-28T11:53:20.039Z;2019-09-07;N;-1;AR014968;2019;8;19;2019-08;66;19,0;47,0;2019-08;65,31012658227849;25,23148148148148;38,56481481481482;11;-51,52011291460834
920;CM31480;R3624019;METROLOGY;160.PSI;R;2019-09-05;2019-10-07;C;Y;2725;R;1,0;0,0;MANOMETRO;CA;117899;2019-10-07;R;2023-06-28T11:53:20.039Z;2019-09-07;N;-1;AR013158;2019;9;5;2019-09;32;2,0;30,0;2019-09;68,34328358208955;22,823529411764707;31,776470588235295;12;-10,550305460099269
921;CM31361;R3593519;METROLOGY;200 PSI;R;2019-09-03;2019-09-12;C;Y;7761;R;1,0;0,0;MANOMETRO;CA;115325;2019-09-12;R;2023-06-28T11:53:20.039Z;2019-09-07;N;-1;AR013158;2019;9;3;2019-09;9;4,0;5,0;2019-09;68,34328358208955;22,823529411764707;31,776470588235295;12;-10,550305460099269
922;CM31326;R3582619;METROLOGY;0-160PSI;R;2019-09-03;2019-10-22;C;Y;595-07;R;1,0;0,0;MANOMETRO;CA;119442;2019-10-22;R;2023-06-28T11:53:20.039Z;2019-09-07;N;-1;AR014968;2019;9;3;2019-09;49;4,0;45,0;2019-09;68,34328358208955;22,823529411764707;31,776470588235295;12;-10,550305460099269
923;CM29476;R3253219;METROLOGY;ARMED32LB;R;2019-08-06;2019-09-10;C;Y;1463;R;1,0;0,0;IMAN PERMANENTE;CA;115078;2019-09-10;R;2023-06-28T11:53:20.039Z;2019-09-07;N;-1;AR013158;2019;8;6;2019-08;35;32,0;3,0;2019-08;65,31012658227849;25,23148148148148;38,56481481481482;11;-51,52011291460834
924;CM28728;R3138919;METROLOGY;TQS 4FUA;R;2019-07-24;2019-11-16;C;Y;7845;R;1,0;0,0;TORQUIMETRO;CA;121833;2019-11-16;R;2023-06-28T11:53:20.039Z;2019-09-07;N;-1;AR023252;2019;7;24;2019-07;115;45,0;70,0;2019-07;123,85526315789474;38,23076923076923;99,95192307692308;10;37,34360184093064
925;CM28746;R3142219;METROLOGY;43560;R;2019-07-24;2019-09-11;C;Y;0965;R;1,0;0,0;YUGO ELECTROMAGNETICO;CA;115187;2019-09-11;R;2023-06-28T11:53:20.039Z;2019-09-07;N;-1;AR013158;2019;7;24;2019-07;49;45,0;4,0;2019-07;123,85526315789474;38,23076923076923;99,95192307692308;10;37,34360184093064
926;CM31482;R3624819;METROLOGY;160 PSI;R;2019-09-05;2019-09-25;C;Y;H0989;R;1,0;0,0;MANOMETRO;CA;116766;2019-09-25;R;2023-06-28T11:53:20.039Z;2019-09-07;N;-1;AR013158;2019;9;5;2019-09;20;2,0;18,0;2019-09;68,34328358208955;22,823529411764707;31,776470588235295;12;-10,550305460099269
927;CM27229;R2937819;METROLOGY;30KG;R;2019-07-04;2019-10-29;C;Y;6080;R;1,0;0,0;MANOMETRO;SC;120149;2019-10-29;US;2023-06-28T11:53:20.039Z;2019-09-07;N;-1;AR014968;2019;7;4;2019-07;117;65,0;52,0;2019-07;123,85526315789474;38,23076923076923;99,95192307692308;10;37,34360184093064
928;CM29352;R3236319;METROLOGY;J6181F;R;2019-08-05;2019-09-18;C;Y;12110151;R;1,0;0,0;TORQUIMETRO;CA;116053;2019-09-18;R;2023-06-28T11:53:20.039Z;2019-09-07;N;-1;AR013158;2019;8;5;2019-08;44;33,0;11,0;2019-08;65,31012658227849;25,23148148148148;38,56481481481482;11;-51,52011291460834
929;CM31481;R3624719;METROLOGY;160.PSI;R;2019-09-05;2019-10-07;C;Y;0840;R;1,0;0,0;MANOMETRO;CA;117905;2019-10-07;R;2023-06-28T11:53:20.039Z;2019-09-07;N;-1;AR013158;2019;9;5;2019-09;32;2,0;30,0;2019-09;68,34328358208955;22,823529411764707;31,776470588235295;12;-10,550305460099269
930;CM31365;R3592719;METROLOGY;6000PSI;R;2019-09-03;2019-09-16;C;Y;0001877;R;1,0;0,0;MANOMETRO;CA;115724;2019-09-16;R;2023-06-28T11:53:20.039Z;2019-09-07;N;-1;AR013158;2019;9;3;2019-09;13;4,0;9,0;2019-09;68,34328358208955;22,823529411764707;31,776470588235295;12;-10,550305460099269
931;CM31358;R3593319;METROLOGY;160 PSI;R;2019-09-03;2019-09-16;C;Y;8690;R;1,0;0,0;MANOMETRO;CA;115773;2019-09-16;R;2023-06-28T11:53:20.039Z;2019-09-07;N;-1;AR013158;2019;9;3;2019-09;13;4,0;9,0;2019-09;68,34328358208955;22,823529411764707;31,776470588235295;12;-10,550305460099269
932;CM30312;R3408019;METROLOGY;8844;R;2019-08-20;2019-09-18;C;Y;2839;R;1,0;0,0;MANOMETRO DE RUEDAS;CA;116037;2019-09-18;R;2023-06-28T11:53:20.039Z;2019-09-07;N;-1;AR013158;2019;8;20;2019-08;29;18,0;11,0;2019-08;65,31012658227849;25,23148148148148;38,56481481481482;11;-51,52011291460834
933;CM30526;R3450819;METROLOGY;B7KT28;R;2019-08-23;2019-10-09;C;Y;T00023;R;1,0;0,0;TORQUIMETRO;CA;118105;2019-10-09;R;2023-06-28T11:53:20.039Z;2019-09-07;N;-1;AR014968;2019;8;23;2019-08;47;15,0;32,0;2019-08;65,31012658227849;25,23148148148148;38,56481481481482;11;-51,52011291460834
934;CM31368;R3596019;METROLOGY;200 PSI;R;2019-09-03;2019-09-12;C;Y;1008-1;R;1,0;0,0;MANOMETRO;CA;115360;2019-09-12;R;2023-06-28T11:53:20.039Z;2019-09-07;N;-1;AR013158;2019;9;3;2019-09;9;4,0;5,0;2019-09;68,34328358208955;22,823529411764707;31,776470588235295;12;-10,550305460099269
935;CM30535;R3452119;METROLOGY;F70119811;R;2019-08-23;2019-10-11;C;Y;Z06906;R;1,0;0,0;TORQUIMETRO;CA;118482;2019-10-10;R;2023-06-28T11:53:20.039Z;2019-09-07;N;-1;AR014968;2019;8;23;2019-08;48;15,0;33,0;2019-08;65,31012658227849;25,23148148148148;38,56481481481482;11;-51,52011291460834
936;CM31205;R3548919;METROLOGY;AI9000-2B;R;2019-09-02;2019-09-17;C;Y;7841;R;1,0;0,0;BLISTER;CA;115943;2019-09-17;R;2023-06-28T11:53:20.039Z;2019-09-07;N;-1;AR013158;2019;9;2;2019-09;15;5,0;10,0;2019-09;68,34328358208955;22,823529411764707;31,776470588235295;12;-10,550305460099269
937;CM30537;R3452419;METROLOGY;B9;R;2019-08-23;2019-10-11;C;Y;P52060;R;1,0;0,0;TORQUIMETRO;CA;118424;2019-10-10;R;2023-06-28T11:53:20.039Z;2019-09-07;N;-1;AR014968;2019;8;23;2019-08;48;15,0;33,0;2019-08;65,31012658227849;25,23148148148148;38,56481481481482;11;-51,52011291460834
938;CM30459;R3435719;METROLOGY;AT520CT;R;2019-08-22;2019-10-29;C;Y;7620;R;1,0;0,0;MANOMETRO DE MANDRILADORA;CA;120203;2019-10-29;R;2023-06-28T11:53:20.039Z;2019-09-07;N;-1;AR014968;2019;8;22;2019-08;68;16,0;52,0;2019-08;65,31012658227849;25,23148148148148;38,56481481481482;11;-51,52011291460834
939;CM30705;R3483019;METROLOGY;30 PSI;R;2019-08-26;2019-10-22;C;Y;7144;R;1,0;0,0;MANOMETRO;CA;119493;2019-10-22;R;2023-06-28T11:53:20.039Z;2019-09-07;N;-1;AR013158;2019;8;26;2019-08;57;12,0;45,0;2019-08;65,31012658227849;25,23148148148148;38,56481481481482;11;-51,52011291460834
940;CM31049;R3517819;METROLOGY;TE6A;R;2019-08-29;2019-09-12;C;Y;21428;R;1,0;0,0;TORQUIMETRO;CA;115400;2019-09-12;R;2023-06-28T11:53:20.039Z;2019-09-07;N;-1;AR013158;2019;8;29;2019-08;14;9,0;5,0;2019-08;65,31012658227849;25,23148148148148;38,56481481481482;11;-51,52011291460834
941;CM30531;R3451519;METROLOGY;TORQUMAN-3;R;2019-08-23;2019-11-15;C;Y;J37590;R;1,0;0,0;TORQUE WRENCH;CA;121771;2019-11-15;R;2023-06-28T11:53:20.039Z;2019-09-07;N;-1;AR013158;2019;8;23;2019-08;84;15,0;69,0;2019-08;65,31012658227849;25,23148148148148;38,56481481481482;11;-51,52011291460834
942;CM31362;R3593819;METROLOGY;200PSI;R;2019-09-03;2019-09-12;C;Y;7762;R;1,0;0,0;MANOMETRO;CA;115327;2019-09-12;R;2023-06-28T11:53:20.039Z;2019-09-07;N;-1;AR013158;2019;9;3;2019-09;9;4,0;5,0;2019-09;68,34328358208955;22,823529411764707;31,776470588235295;12;-10,550305460099269
943;CM30532;R3451919;METROLOGY;TORQUMAN-22;R;2019-08-23;2019-10-07;C;Y;T00028;R;1,0;0,0;TORQUE WRENCH;CA;117912;2019-10-07;R;2023-06-28T11:53:20.039Z;2019-09-07;N;-1;AR014968;2019;8;23;2019-08;45;15,0;30,0;2019-08;65,31012658227849;25,23148148148148;38,56481481481482;11;-51,52011291460834
944;CM31360;R3593019;METROLOGY;0-300PSI;R;2019-09-03;2019-09-16;C;Y;19;R;1,0;0,0;MANOMETRO;CA;115726;2019-09-16;R;2023-06-28T11:53:20.039Z;2019-09-07;N;-1;AR013158;2019;9;3;2019-09;13;4,0;9,0;2019-09;68,34328358208955;22,823529411764707;31,776470588235295;12;-10,550305460099269
945;CM29659;R3290919;METROLOGY-A;AU-MAN-4000;R;2019-08-09;2019-09-11;C;Y;T-6106;R;1,0;0,0;MANOMETRO;CA;115166;2019-09-11;R;2023-06-28T11:53:20.039Z;2019-09-09;N;-1;AU031609;2019;8;9;2019-08;33;31,0;2,0;2019-08;65,31012658227849;25,23148148148148;38,56481481481482;11;-51,52011291460834
946;CM26000;R2742319;METROLOGY-A;AU-MAN;R;2019-06-14;2019-09-12;C;Y;T-790;R;1,0;0,0;MANOMETRO;CA;115349;2019-09-12;R;2023-06-28T11:53:20.039Z;2019-09-09;N;-1;AU001742;2019;6;14;2019-06;90;87,0;3,0;2019-06;102,78518518518518;23,95402298850575;98,06896551724138;9;-49,67511313810771
947;CM29025;R3179519;METROLOGY-A;87V;R;2019-07-29;2019-09-10;C;Y;20350180;R;1,0;0,0;MULTIMETRO DIGITAL PORTATIL FLUKE;CA;115038;2019-09-10;R;2023-06-28T11:53:20.039Z;2019-09-09;N;-1;AU031609;2019;7;29;2019-07;43;42,0;1,0;2019-07;123,85526315789474;38,23076923076923;99,95192307692308;10;37,34360184093064
948;CM31369;R3596119;METROLOGY;5000 PSI;R;2019-09-03;2019-09-12;C;Y;2169;R;1,0;0,0;MANOMETRO;CA;115362;2019-09-12;R;2023-06-28T11:53:20.039Z;2019-09-09;N;-1;AR013158;2019;9;3;2019-09;9;6,0;3,0;2019-09;68,34328358208955;22,823529411764707;31,776470588235295;12;-10,550305460099269
949;CM26001;R2742419;METROLOGY-A;AU-MAN-4000;R;2019-06-14;2019-09-12;C;Y;T-4642;R;1,0;0,0;MANOMETRO;CA;115293;2019-09-12;R;2023-06-28T11:53:20.039Z;2019-09-09;N;-1;AU031609;2019;6;14;2019-06;90;87,0;3,0;2019-06;102,78518518518518;23,95402298850575;98,06896551724138;9;-49,67511313810771
950;CM29660;R3291019;METROLOGY-A;AU-MAN-1000;R;2019-08-09;2019-09-11;C;Y;T-6123;R;1,0;0,0;MANOMETRO;CA;115169;2019-09-11;R;2023-06-28T11:53:20.039Z;2019-09-09;N;-1;AU031609;2019;8;9;2019-08;33;31,0;2,0;2019-08;65,31012658227849;25,23148148148148;38,56481481481482;11;-51,52011291460834
951;CM31852;R3679419;METROLOGY;NTG2604-S;R;2019-09-10;2019-09-13;C;Y;23594/004;R;1,0;0,0;MANOMETRO DE RUEDAS;CA;115610;2019-09-13;R;2023-06-28T11:53:20.039Z;2019-09-10;N;-1;AR013812;2019;9;10;2019-09;3;0,0;3,0;2019-09;68,34328358208955;22,823529411764707;31,776470588235295;12;-10,550305460099269
952;CM26346;R2798719;METROLOGY-A;87;R;2019-06-21;2019-09-12;C;Y;57620209;R;1,0;0,0;MULTIMETRO DIGITAL;CA;115281;2019-09-12;R;2023-06-28T11:53:20.039Z;2019-09-10;N;-1;AU031609;2019;6;21;2019-06;83;81,0;2,0;2019-06;102,78518518518518;23,95402298850575;98,06896551724138;9;-49,67511313810771
953;CM31857;R3681019;METROLOGY;5000PSI;R;2019-09-10;2019-09-16;C;Y;14;R;1,0;0,0;MANOMETRO;CA;115793;2019-09-16;R;2023-06-28T11:53:20.039Z;2019-09-10;N;-1;AR013158;2019;9;10;2019-09;6;0,0;6,0;2019-09;68,34328358208955;22,823529411764707;31,776470588235295;12;-10,550305460099269
954;CM31827;R3676119;METROLOGY;C27025-1;R;2019-09-10;2019-10-21;C;Y;081006;R;1,0;0,0;TORQUE WRENCH EQPT - RUDDER PCU ADP.;CA;119256;2019-10-21;R;2023-06-28T11:53:20.039Z;2019-09-10;N;-1;AR029687;2019;9;10;2019-09;41;0,0;41,0;2019-09;68,34328358208955;22,823529411764707;31,776470588235295;12;-10,550305460099269
955;CM31830;R3676619;METROLOGY;TE-602FUA;R;2019-09-10;2019-10-17;C;Y;8699;R;1,0;0,0;TORQUIMETRO;CA;118981;2019-10-17;R;2023-06-28T11:53:20.039Z;2019-09-10;N;-1;AR037109;2019;9;10;2019-09;37;0,0;37,0;2019-09;68,34328358208955;22,823529411764707;31,776470588235295;12;-10,550305460099269
956;CM24861;R2604919;METROLOGY-A;169400;R;2019-06-03;2019-09-30;C;Y;D070124;R;1,0;0,0;MANDRILADORA PINES;CA;117117;2019-09-30;R;2023-06-28T11:53:20.039Z;2019-09-10;N;-1;AU031609;2019;6;3;2019-06;119;99,0;20,0;2019-06;102,78518518518518;23,95402298850575;98,06896551724138;9;-49,67511313810771
957;CM31706;R3669019;METROLOGY;3809E11C1KAAAA1;R;2019-09-09;2019-09-10;C;Y;0458561001;R;1,0;0,0;FLUJOMETRO;CA;115044;2019-09-10;R;2023-06-28T11:53:20.039Z;2019-09-10;N;-1;AR013812;2019;9;9;2019-09;1;1,0;0,0;2019-09;68,34328358208955;22,823529411764707;31,776470588235295;12;-10,550305460099269
958;CM26180;R2779519;METROLOGY;TS100;R;2019-06-19;2019-11-07;C;Y;XJ8378;R;1,0;0,0;TORQUIMETRO;CA;121021;2019-11-07;R;2023-06-28T11:53:20.039Z;2019-09-11;N;-1;AR013158;2019;6;19;2019-06;141;84,0;57,0;2019-06;102,78518518518518;23,95402298850575;98,06896551724138;9;-49,67511313810771
959;CM31876;R3687519;METROLOGY;160 PSI;R;2019-09-10;2019-09-13;C;Y;6192;R;1,0;0,0;MANOMETRO;CA;115522;2019-09-13;R;2023-06-28T11:53:20.039Z;2019-09-12;N;-1;AR013812;2019;9;10;2019-09;3;2,0;1,0;2019-09;68,34328358208955;22,823529411764707;31,776470588235295;12;-10,550305460099269
960;CM31644;R3619619;METROLOGY;F70199-52;R;2019-09-05;2019-09-17;C;Y;AE007613;R;1,0;0,0;INFLATION TOOL TIRE DIGITAL;CA;115932;2019-09-17;R;2023-06-28T11:53:20.039Z;2019-09-12;N;-1;AR013158;2019;9;5;2019-09;12;7,0;5,0;2019-09;68,34328358208955;22,823529411764707;31,776470588235295;12;-10,550305460099269
961;CM32203;R3739719;METROLOGY-A;AU-MAN-5000;R;2019-09-16;2019-09-20;C;Y;CSDS-028;R;1,0;0,0;MANOMETRO;CA;116280;2019-09-20;R;2023-06-28T11:53:20.039Z;2019-09-16;N;-1;AU031609;2019;9;16;2019-09;4;0,0;4,0;2019-09;68,34328358208955;22,823529411764707;31,776470588235295;12;-10,550305460099269
