STATUS_CM,DETAILS,SHOP,LABELNO,ORDERNO,ORDERDATE,CM_PROJECTNO,PARTNO,SERIALNO,DESCRIPTION,QTY,DAYS_OPND,LOCATION,ARRIVAL_IN_SHOP,PAUSED,GROUP-SHOP,BACKORDER,ORDER_STATUS,TARGET_DATE,CONFIRMED_DATE,TOOL,MAT_CLASS,DURATION,STOCK,STOCK_PN,STOCK_INAC_WALTN,STOCK_IND_TOT,CONTRACT,POOL,PRIORP,PRIORP_RMK,pr_Available,pr_Transfer,pr_Order_Ext,pr_Order_Int,pr_Unavailable,ESTADO_MATERIALES,STATUS_NO_TOOL,STATUS_TOOL,PAUSED_NO_SHOP_TAT,PAUSED_SHOP_TAT,CM_STATUS_GLOB,WS_FIRMADO,WS_PENDIENTE,WS_PEND_INSP,WS_TOT,NEXT_WS,NEXT_STATUS,NEXT_DESC,NEXT_SOLAPA,step_date,step_days,porcent,steps
PAUSED - NO MANPOWER,,METROLOGY-A,131508,R0629122,2022-03-15,CM71928,4220056,CP73159,MANOMETRO,1,472,EZE/AR-TL-H/U/S,2022-03-18,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,468.84,PAUSED,0,1,0,1,811610,WS_PENDIENTE,CA (CALIBRATION) ON P/N:4220056 S/N:CP73159,Requirements,2022-03-18,469,100.0,1 de 1
PAUSED - OTHER,,METROLOGY-A,0,R0025392TRF,2018-08-09,CM3084,4220056,CP73161,MANOMETRO,1,1786,AEP/SHOP-AEP/U/S,2021-09-09,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,658.73,PAUSED,0,1,0,1,3082,WS_PENDIENTE,Standard Workscope,Standard,2018-08-31,1764,100.0,1 de 1
OPEN-TRANSFER-TO-SHOP,PENDING TO ACK CM - CM WITH MANHOURS,METROLOGY-A,0,R0025392TRF,2018-08-09,CM78438,4220056,CP73161,MANOMETRO,1,1786,AEP/SHOP-AEP/U/S,,N,SHOP_EZE,1,O,,,Y,R,217,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,10,0,0,10,,,,,2022-07-14,351,100.0,10 de 10
PAUSED - NO MANPOWER,,METROLOGY-A,131507,R0629322,2022-03-15,CM71927,4220056,CP73162,MANOMETRO,1,472,EZE/AR-TL-H/U/S,2022-03-18,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,468.84,PAUSED,0,2,0,2,811608,WS_PENDIENTE,CA (CALIBRATION) ON P/N:4220056 S/N:CP73162,Requirements,2022-03-18,469,50.0,1 de 2
PAUSED - OTHER,,METROLOGY-A,0,R0025391TRF,2017-12-13,CM3083,4220056,CP73160,MANOMETRO,1,2025,AEP/SHOP-AEP/U/S,2021-09-09,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,658.73,PAUSED,0,1,0,1,3081,WS_PENDIENTE,Standard Workscope,Standard,2018-08-31,1764,100.0,1 de 1
OPEN-TRANSFER-TO-SHOP,PENDING TO ACK CM - CM WITH MANHOURS,METROLOGY-A,0,R0025391TRF,2017-12-13,CM78437,4220056,CP73160,MANOMETRO,1,2025,AEP/SHOP-AEP/U/S,,N,SHOP_EZE,1,O,,,Y,R,196,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,6,0,0,6,,,,,2022-07-29,336,100.0,6 de 6
PAUSED - OTHER,,METROLOGY,291283,R1546623,2023-05-30,CM101162,45,8527011,MULTIMETRO DIGITAL FLUKE,1,31,EZE/AR-TL-H/U/S,2023-06-05,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,24.61,PAUSED,0,2,0,2,1170274,WS_PENDIENTE,CA (CALIBRATION) ON P/N:45 S/N:8527011,Requirements,2023-05-30,31,50.0,1 de 2
PAUSED - NO MANPOWER,,METROLOGY-A,403475,R3015222,2022-11-29,CM88817,45-1279-SS-02L-5000,8969742,MANOMETRO 5000 PSI,1,213,AEP/AU-TOOL/U/S,2022-12-02,Y,SHOP_EZE,1,O,2022-12-29,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,209.76,PAUSED,0,1,0,1,1021723,WS_PENDIENTE,CA (CALIBRATION) ON P/N:45-1279-SS-02L-5000 S/N:8969742,Requirements,2022-12-02,210,100.0,1 de 1
OPEN-TRANSFER-TO-SHOP,OLDER-OPEN-TRANSF-TO-SHOP,METROLOGY,0,R0026026TRF,2016-12-31,CM2236,4500 PSI,5305,MANOMETRO,1,2372,EZE/SHOP-EZE/U/S,,N,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,0,1,0,1,2235,WS_PENDIENTE,Standard Workscope,Standard,2018-08-31,1764,100.0,1 de 1
OPEN-TRANSFER-TO-SHOP,OLDER-OPEN-TRANSF-TO-SHOP,METROLOGY,0,R0026026TRF,2016-12-31,CM79063,4500 PSI,5305,MANOMETRO,1,2372,EZE/SHOP-EZE/U/S,,N,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,0,0,0,0,,,,,,,,
PAUSED - NO MANPOWER,,METROLOGY,0,R0026051TRF,2017-09-02,CM2261,47386.,1587,GO-NO-GO,1,2127,EZE/SHOP-EZE/U/S,2022-12-05,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,206.66,PAUSED,0,1,0,1,2260,WS_PENDIENTE,Standard Workscope,Standard,2018-08-31,1764,100.0,1 de 1
OPEN-TRANSFER-TO-SHOP,PENDING TO ACK CM - CM WITH MANHOURS,METROLOGY,0,R0026051TRF,2017-09-02,CM79088,47386.,1587,GO-NO-GO,1,2127,EZE/SHOP-EZE/U/S,,N,SHOP_EZE,1,O,,,Y,R,383,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,8,0,0,8,,,,,2022-07-19,346,100.0,8 de 8
PAUSED - NO MANPOWER,,METROLOGY,0,R0026050TRF,2017-09-02,CM2260,47386.,1586,GO-NO-GO,1,2127,EZE/SHOP-EZE/U/S,2022-12-05,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,206.67,PAUSED,0,1,0,1,2259,WS_PENDIENTE,Standard Workscope,Standard,2018-08-31,1764,100.0,1 de 1
OPEN-TRANSFER-TO-SHOP,PENDING TO ACK CM - CM WITH MANHOURS,METROLOGY,0,R0026050TRF,2017-09-02,CM79087,47386.,1586,GO-NO-GO,1,2127,EZE/SHOP-EZE/U/S,,N,SHOP_EZE,1,O,,,Y,R,190,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,0.0,OPEN,5,0,0,5,,,,,2022-07-20,345,100.0,5 de 5
PAUSED - NO MANPOWER,,METROLOGY,0,R0026049TRF,2017-09-02,CM2259,47386.,1585,GO-NO-GO,1,2127,EZE/SHOP-EZE/U/S,2022-12-05,Y,SHOP_EZE,1,O,,,Y,R,,0.0,0.0,0.0,0.0,,,,,,,,,,NO REQUESTED PARTS,NO REQUESTED PARTS,NO REQUESTED PARTS,0.0,206.68,PAUSED,0,1,0,1,2258,WS_PENDIENTE,Standard Workscope,Standard,2018-08-31,1764,100.0,1 de 1
