cm_projectno,orderno,shop,cm_projectno_i,detailno_i,partno,orderno_i,order_type,order_date,closing_date,state,internal_repair,serial_batch_no,detail_state,qty_order,backorder,description,condition,receiving_number,detailno_i_rec,receiving_detail_number_id,qty_rec,partno_rec,delivery_date,serial_batch_rec,condition_POST,tat,ultima_act,ARRIVAL_IN_SHOP,DETAILNO_I_CM,PAUSED,PAUSING_REASON_I,MUTATOR,TAT_ack_to_close
CM36269,R4372819,METROLOGY-A,36269,155963,1501MRMH,120257,R,2019-11-11,2019-12-23,C,Y,1010096578,R,1.0,0.0,TORQUIMETRO AJUSTABLE CDI,CA,125376,155963,352719,1.0,1501MRMH,2019-12-23,1010096578,R,42,2023-06-28T11:53:20.039Z,,36269,N,-1,AU047713,
CM36278,R4374119,METROLOGY-A,36278,155994,H-2016-01,120276,R,2019-11-11,2019-11-13,C,Y,T28692,R,1.0,0.0,MANOMETRO,CA,121405,155994,342545,1.0,H-2016-01,2019-11-13,T28692,R,2,2023-06-28T11:53:20.039Z,,36278,N,-1,AU031609,
CM36278,R4374119,METROLOGY-A,36278,155994,H-2016-01,120276,R,2019-11-11,2019-11-13,C,Y,T28692,R,1.0,0.0,MANOMETRO,CA,121405,155994,342545,1.0,H-2016-01,2019-11-13,T28692,R,2,2023-06-28T11:53:20.039Z,2019-11-12,155994,N,-1,AU031609,1
CM36349,R4387619,METROLOGY,36349,156341,8844,120509,R,2019-11-12,2019-12-20,C,Y,2374,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,125214,156341,352267,1.0,8844,2019-12-20,2374,R,38,2023-06-28T11:53:20.039Z,,36349,N,-1,AR013812,
CM36349,R4387619,METROLOGY,36349,156341,8844,120509,R,2019-11-12,2019-12-20,C,Y,2374,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,125214,156341,352267,1.0,8844,2019-12-20,2374,R,38,2023-06-28T11:53:20.039Z,2019-11-30,156341,N,-1,AR013812,20
CM36356,R4390619,METROLOGY,36356,156458,TEC602FUAC,120561,R,2019-11-12,2019-11-30,C,Y,1020,R,1.0,0.0,TORQUIMETRO,CA,123084,156458,346585,1.0,TEC602FUAC,2019-11-30,1020,R,18,2023-06-28T11:53:20.039Z,,36356,N,-1,AR014968,
CM36356,R4390619,METROLOGY,36356,156458,TEC602FUAC,120561,R,2019-11-12,2019-11-30,C,Y,1020,R,1.0,0.0,TORQUIMETRO,CA,123084,156458,346585,1.0,TEC602FUAC,2019-11-30,1020,R,18,2023-06-28T11:53:20.039Z,2019-11-16,156458,N,-1,AR014968,14
CM36425,R4403919,METROLOGY-A,36425,156711,AU-MAN-4000,120746,R,2019-11-13,2020-01-29,C,Y,T-4756,R,1.0,0.0,MANOMETRO,CA,129098,156711,362508,1.0,AU-MAN-4000,2020-01-29,T-4756,R,77,2023-06-28T11:53:20.039Z,,36425,N,-1,AU031609,
CM36425,R4403919,METROLOGY-A,36425,156711,AU-MAN-4000,120746,R,2019-11-13,2020-01-29,C,Y,T-4756,R,1.0,0.0,MANOMETRO,CA,129098,156711,362508,1.0,AU-MAN-4000,2020-01-29,T-4756,R,77,2023-06-28T11:53:20.039Z,2020-01-27,156711,N,-1,AU031609,2
CM36482,R4412319,METROLOGY,36482,156918,45,120886,R,2019-11-14,2020-01-24,C,Y,4920020,R,1.0,0.0,MULTIMETRO DIGITAL FLUKE,CA,128704,156918,361367,1.0,45,2020-01-24,4920020,R,71,2023-06-28T11:53:20.039Z,,36482,N,-1,AR027170,
CM36482,R4412319,METROLOGY,36482,156918,45,120886,R,2019-11-14,2020-01-24,C,Y,4920020,R,1.0,0.0,MULTIMETRO DIGITAL FLUKE,CA,128704,156918,361367,1.0,45,2020-01-24,4920020,R,71,2023-06-28T11:53:20.039Z,,156918,N,-1,AR027170,
CM36483,R4412219,METROLOGY,36483,156916,213.532.5,120885,R,2019-11-14,2019-11-21,C,Y,5408,R,1.0,0.0,MANOMETRO,CA,122265,156916,344545,1.0,213.532.5,2019-11-21,5408,R,7,2023-06-28T11:53:20.039Z,,36483,N,-1,AR021399,
CM36483,R4412219,METROLOGY,36483,156916,213.532.5,120885,R,2019-11-14,2019-11-21,C,Y,5408,R,1.0,0.0,MANOMETRO,CA,122265,156916,344545,1.0,213.532.5,2019-11-21,5408,R,7,2023-06-28T11:53:20.039Z,2019-11-20,156916,N,-1,AR021399,1
CM36484,R4412419,METROLOGY,36484,156919,9767053,120887,R,2019-11-14,2019-11-21,C,Y,5407,R,1.0,0.0,MANOMETRO,CA,122259,156919,344527,1.0,9767053,2019-11-21,5407,R,7,2023-06-28T11:53:20.039Z,,36484,N,-1,AR021399,
CM36484,R4412419,METROLOGY,36484,156919,9767053,120887,R,2019-11-14,2019-11-21,C,Y,5407,R,1.0,0.0,MANOMETRO,CA,122259,156919,344527,1.0,9767053,2019-11-21,5407,R,7,2023-06-28T11:53:20.039Z,2019-11-20,156919,N,-1,AR021399,1
CM36503,R4413819,METROLOGY-A,36503,156953,NTG2604-S,120912,R,2019-11-14,2020-02-06,C,Y,13290-001,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,129942,156953,364707,1.0,NTG2604-S,2020-02-06,13290-001,R,84,2023-06-28T11:53:20.039Z,,36503,N,-1,AU047713,
CM36503,R4413819,METROLOGY-A,36503,156953,NTG2604-S,120912,R,2019-11-14,2020-02-06,C,Y,13290-001,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,129942,156953,364707,1.0,NTG2604-S,2020-02-06,13290-001,R,84,2023-06-28T11:53:20.039Z,2020-02-03,156953,N,-1,AU047713,3
CM36537,R4419519,METROLOGY-A,36537,157075,QD4600,121017,R,2019-11-15,2020-02-15,C,Y,0810066186,R,1.0,0.0,TORQUIMETRO,CA,130980,157075,367183,1.0,QD4600,2020-02-15,0810066186,R,92,2023-06-28T11:53:20.039Z,2020-02-15,157075,N,-1,AU047713,0
CM36537,R4419519,METROLOGY-A,36537,157075,QD4600,121017,R,2019-11-15,2020-02-15,C,Y,0810066186,R,1.0,0.0,TORQUIMETRO,CA,130980,157075,367183,1.0,QD4600,2020-02-15,0810066186,R,92,2023-06-28T11:53:20.039Z,,36537,N,-1,AU047713,
CM36854,R4457019,METROLOGY-A,36854,157712,TD5-02000K,121546,R,2019-11-20,2019-11-26,C,Y,86923,R,1.0,0.0,DINAMOMETRO,CA,122618,157712,345422,1.0,TD5-02000K,2019-11-26,86923,R,6,2023-06-28T11:53:20.039Z,,36854,N,-1,AU031609,
CM36854,R4457019,METROLOGY-A,36854,157712,TD5-02000K,121546,R,2019-11-20,2019-11-26,C,Y,86923,R,1.0,0.0,DINAMOMETRO,CA,122618,157712,345422,1.0,TD5-02000K,2019-11-26,86923,R,6,2023-06-28T11:53:20.039Z,2019-11-21,157712,N,-1,AU031609,5
CM36857,R4457319,METROLOGY,36857,157721,300-PSI,121555,R,2019-11-20,2019-12-11,C,Y,1215,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,124226,157721,349200,1.0,300-PSI,2019-12-11,1215,R,21,2023-06-28T11:53:20.039Z,,36857,N,-1,AR013812,
CM36857,R4457319,METROLOGY,36857,157721,300-PSI,121555,R,2019-11-20,2019-12-11,C,Y,1215,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,124226,157721,349200,1.0,300-PSI,2019-12-11,1215,R,21,2023-06-28T11:53:20.039Z,2019-11-30,157721,N,-1,AR013812,11
CM36947,R4473919,METROLOGY-A,36947,158008,AU-MAN-4000,121763,R,2019-11-21,2021-12-01,C,Y,T-4753,R,1.0,0.0,MANOMETRO,CA,163378,158008,447992,1.0,AU-MAN-4000,2021-12-01,T-4753,R,741,2023-06-28T11:53:20.039Z,,36947,N,-1,AR027170,
CM36947,R4473919,METROLOGY-A,36947,158008,AU-MAN-4000,121763,R,2019-11-21,2021-12-01,C,Y,T-4753,R,1.0,0.0,MANOMETRO,CA,163378,158008,447992,1.0,AU-MAN-4000,2021-12-01,T-4753,R,741,2023-06-28T11:53:20.039Z,2020-02-18,158008,N,5,AR027170,652
CM37028,R4486719,METROLOGY-A,37028,158215,VALR-212-4500,121928,R,2019-11-22,2019-11-26,C,Y,12158,R,1.0,0.0,MANOMETRO,CA,122647,158215,345489,1.0,VALR-212-4500,2019-11-26,12158,R,4,2023-06-28T11:53:20.039Z,2019-11-25,158215,N,-1,AU031609,1
CM37028,R4486719,METROLOGY-A,37028,158215,VALR-212-4500,121928,R,2019-11-22,2019-11-26,C,Y,12158,R,1.0,0.0,MANOMETRO,CA,122647,158215,345489,1.0,VALR-212-4500,2019-11-26,12158,R,4,2023-06-28T11:53:20.039Z,,37028,N,-1,AU031609,
CM37088,R4498819,METROLOGY,37088,158522,F70199-52,122147,R,2019-11-25,2019-12-10,C,Y,AE007907,R,1.0,0.0,INFLATION TOOL TIRE DIGITAL,CA,124051,158522,348866,1.0,F70199-52,2019-12-10,AE007907,R,15,2023-06-28T11:53:20.039Z,,37088,N,-1,AR013812,
CM37088,R4498819,METROLOGY,37088,158522,F70199-52,122147,R,2019-11-25,2019-12-10,C,Y,AE007907,R,1.0,0.0,INFLATION TOOL TIRE DIGITAL,CA,124051,158522,348866,1.0,F70199-52,2019-12-10,AE007907,R,15,2023-06-28T11:53:20.039Z,2019-11-30,158522,N,-1,AR013812,10
CM3717,R0012418,METROLOGY,3717,79870,F70199-52,57279,R,2018-09-04,2018-09-19,C,Y,AE007613,R,1.0,0.0,INFLATION TOOL TIRE DIGITAL,CA,80590,79870,241384,1.0,F70199-52,2018-09-19,AE007613,R,15,2023-06-28T11:53:20.039Z,2018-09-19,79870,N,-1,AR023252,0
CM3717,R0012418,METROLOGY,3717,79870,F70199-52,57279,R,2018-09-04,2018-09-19,C,Y,AE007613,R,1.0,0.0,INFLATION TOOL TIRE DIGITAL,CA,80590,79870,241384,1.0,F70199-52,2018-09-19,AE007613,R,15,2023-06-28T11:53:20.039Z,,3717,N,-1,AR023252,
CM37279,R4520819,METROLOGY,37279,158986,6274B,122489,R,2019-11-26,2020-01-03,C,Y,1712A03456,R,1.0,0.0,FUENTE DE ALIMENTACION,CA,126384,158986,355566,1.0,6274B,2020-01-03,1712A03456,R,38,2023-06-28T11:53:20.039Z,,37279,N,-1,AR027885,
CM37279,R4520819,METROLOGY,37279,158986,6274B,122489,R,2019-11-26,2020-01-03,C,Y,1712A03456,R,1.0,0.0,FUENTE DE ALIMENTACION,CA,126384,158986,355566,1.0,6274B,2020-01-03,1712A03456,R,38,2023-06-28T11:53:20.039Z,,158986,N,-1,AR027885,
CM37303,R4517919,METROLOGY,37303,158898,EPOCH XT,122431,R,2019-11-27,2019-11-27,C,Y,091281008,R,1.0,0.0,EQUIPO ULTRASONIDO,CA,122713,158898,345682,1.0,EPOCH XT,2019-11-27,091281008,R,0,2023-06-28T11:53:20.039Z,,37303,N,-1,AR013812,
CM37303,R4517919,METROLOGY,37303,158898,EPOCH XT,122431,R,2019-11-27,2019-11-27,C,Y,091281008,R,1.0,0.0,EQUIPO ULTRASONIDO,CA,122713,158898,345682,1.0,EPOCH XT,2019-11-27,091281008,R,0,2023-06-28T11:53:20.039Z,2019-11-27,158898,N,-1,AR013812,0
CM37311,R4531219,METROLOGY,37311,159229,ATECH1FR240B,122650,R,2019-11-27,2019-12-27,C,Y,0816805872,R,1.0,0.0,TORQUIMETRO,CA,125799,159229,353598,1.0,ATECH1FR240B,2019-12-27,0816805872,R,30,2023-06-28T11:53:20.039Z,2019-11-30,159229,N,-1,AR013158,27
CM37311,R4531219,METROLOGY,37311,159229,ATECH1FR240B,122650,R,2019-11-27,2019-12-27,C,Y,0816805872,R,1.0,0.0,TORQUIMETRO,CA,125799,159229,353598,1.0,ATECH1FR240B,2019-12-27,0816805872,R,30,2023-06-28T11:53:20.039Z,,37311,N,-1,AR013158,
CM37312,R4531819,METROLOGY,37312,159241,ACCURA 5,122660,R,2019-11-27,2019-12-04,C,Y,140929083,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,123565,159241,347692,1.0,ACCURA 5,2019-12-04,140929083,R,7,2023-06-28T11:53:20.039Z,,37312,N,-1,AR014968,
CM37312,R4531819,METROLOGY,37312,159241,ACCURA 5,122660,R,2019-11-27,2019-12-04,C,Y,140929083,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,123565,159241,347692,1.0,ACCURA 5,2019-12-04,140929083,R,7,2023-06-28T11:53:20.039Z,2019-12-04,159241,N,-1,AR014968,0
CM37325,R4535419,METROLOGY,37325,159304,351075,122705,R,2019-11-27,2019-11-28,C,Y,6233,R,1.0,0.0,ESTACION METEOROLOGICA,CA,122893,159304,346138,1.0,351075,2019-11-28,6233,R,1,2023-06-28T11:53:20.039Z,,37325,N,-1,AR013158,
CM37325,R4535419,METROLOGY,37325,159304,351075,122705,R,2019-11-27,2019-11-28,C,Y,6233,R,1.0,0.0,ESTACION METEOROLOGICA,CA,122893,159304,346138,1.0,351075,2019-11-28,6233,R,1,2023-06-28T11:53:20.039Z,,159304,N,-1,AR013158,
CM37463,R4560119,METROLOGY,37463,159811,177-291,123086,R,2019-11-29,2019-11-29,C,Y,950475,R,1.0,0.0,ANILLO,CA,123016,159811,346443,1.0,177-291,2019-11-29,950475,R,0,2023-06-28T11:53:20.039Z,,37463,N,-1,AR013812,
CM37463,R4560119,METROLOGY,37463,159811,177-291,123086,R,2019-11-29,2019-11-29,C,Y,950475,R,1.0,0.0,ANILLO,CA,123016,159811,346443,1.0,177-291,2019-11-29,950475,R,0,2023-06-28T11:53:20.039Z,2019-11-29,159811,N,-1,AR013812,0
CM37576,R4581519,METROLOGY,37576,160125,1761,123364,R,2019-12-02,2019-12-02,C,Y,17610057405112148,R,1.0,0.0,FUENTE DE ALIMENTACION BK PRECISION,CA,123315,160125,347108,1.0,1761,2019-12-02,17610057405112148,R,0,2023-06-28T11:53:20.039Z,,37576,N,-1,AR027885,
CM37576,R4581519,METROLOGY,37576,160125,1761,123364,R,2019-12-02,2019-12-02,C,Y,17610057405112148,R,1.0,0.0,FUENTE DE ALIMENTACION BK PRECISION,CA,123315,160125,347108,1.0,1761,2019-12-02,17610057405112148,R,0,2023-06-28T11:53:20.039Z,,160125,N,-1,AR027885,
CM37624,R4588419,METROLOGY-A,37624,160249,746,123468,R,2019-12-03,2019-12-04,C,Y,227230910,R,1.0,0.0,WRIST STRAP TESTER,CA,123540,160249,347644,1.0,746,2019-12-04,227230910,R,1,2023-06-28T11:53:20.039Z,2019-12-03,160249,N,-1,AU031609,1
CM37624,R4588419,METROLOGY-A,37624,160249,746,123468,R,2019-12-03,2019-12-04,C,Y,227230910,R,1.0,0.0,WRIST STRAP TESTER,CA,123540,160249,347644,1.0,746,2019-12-04,227230910,R,1,2023-06-28T11:53:20.039Z,,37624,N,-1,AU031609,
CM37712,R4605119,METROLOGY,37712,160504,8844,123709,R,2019-12-04,2019-12-12,C,Y,1650,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,124355,160504,350285,1.0,8844,2019-12-12,1650,R,8,2023-06-28T11:53:20.039Z,,37712,N,-1,AR013812,
CM37712,R4605119,METROLOGY,37712,160504,8844,123709,R,2019-12-04,2019-12-12,C,Y,1650,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,124355,160504,350285,1.0,8844,2019-12-12,1650,R,8,2023-06-28T11:53:20.039Z,2019-12-12,160504,N,-1,AR013812,0
CM37714,R4605319,METROLOGY,37714,160506,8844,123711,R,2019-12-04,2020-01-09,C,Y,2375,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,126946,160506,356846,1.0,8844,2020-01-09,2375,R,36,2023-06-28T11:53:20.039Z,,37714,N,-1,AR013812,
CM37714,R4605319,METROLOGY,37714,160506,8844,123711,R,2019-12-04,2020-01-09,C,Y,2375,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,126946,160506,356846,1.0,8844,2020-01-09,2375,R,36,2023-06-28T11:53:20.039Z,2020-01-08,160506,N,-1,AR013812,1
CM37768,R4615919,METROLOGY-A,37768,160689,500-196-20B,123879,R,2019-12-05,2019-12-10,C,Y,12905212,R,1.0,0.0,CALIBRE DIGITAL,CA,124047,160689,348858,1.0,500-196-30B,2019-12-10,12905212,R,5,2023-06-28T11:53:20.039Z,,37768,N,-1,AR037638,
CM37768,R4615919,METROLOGY-A,37768,160689,500-196-20B,123879,R,2019-12-05,2019-12-10,C,Y,12905212,R,1.0,0.0,CALIBRE DIGITAL,CA,124047,160689,348858,1.0,500-196-30B,2019-12-10,12905212,R,5,2023-06-28T11:53:20.039Z,2019-12-05,160689,N,-1,AR037638,5
CM37851,R4644019,METROLOGY,37851,161190,15 PSI,124271,R,2019-12-09,2019-12-09,C,Y,1626,R,1.0,0.0,MANOMETRO,CA,123948,161190,348662,1.0,15 PSI-END,2019-12-09,1626,R,0,2023-06-28T11:53:20.039Z,,37851,N,-1,AR025908,
CM37851,R4644019,METROLOGY,37851,161190,15 PSI,124271,R,2019-12-09,2019-12-09,C,Y,1626,R,1.0,0.0,MANOMETRO,CA,123948,161190,348662,1.0,15 PSI-END,2019-12-09,1626,R,0,2023-06-28T11:53:20.039Z,,161190,N,-1,AR025908,
CM38191,R4698219,METROLOGY-A,38191,162135,H-2016-01,125001,R,2019-12-12,2020-01-07,C,Y,T32290,R,1.0,0.0,MANOMETRO,CA,126702,162135,356332,1.0,H-2016-01,2020-01-07,T32290,R,26,2023-06-28T11:53:20.039Z,,38191,N,-1,AU047713,
CM38191,R4698219,METROLOGY-A,38191,162135,H-2016-01,125001,R,2019-12-12,2020-01-07,C,Y,T32290,R,1.0,0.0,MANOMETRO,CA,126702,162135,356332,1.0,H-2016-01,2020-01-07,T32290,R,26,2023-06-28T11:53:20.039Z,2019-12-23,162135,N,-1,AU047713,15
CM38261,R4706519,METROLOGY-A,38261,162328,J6022B,125148,R,2019-12-13,2022-03-15,C,Y,WAG97858,R,1.0,0.0,TORQUIMETRO,CA,171545,162328,467632,1.0,J6022B,2022-03-15,WAG97858,R,823,2023-06-28T11:53:20.039Z,,38261,N,-1,AR036683,
CM38261,R4706519,METROLOGY-A,38261,162328,J6022B,125148,R,2019-12-13,2022-03-15,C,Y,WAG97858,R,1.0,0.0,TORQUIMETRO,CA,171545,162328,467632,1.0,J6022B,2022-03-15,WAG97858,R,823,2023-06-28T11:53:20.039Z,2020-02-15,162328,N,5,AR036683,759
CM38263,R4706419,METROLOGY-A,38263,162327,87V,125147,R,2019-12-13,2019-12-14,C,Y,20350170,R,1.0,0.0,MULTIMETRO DIGITAL PORTATIL FLUKE,CA,124560,162327,350812,1.0,87V,2019-12-14,20350170,R,1,2023-06-28T11:53:20.039Z,,38263,N,-1,AU047713,
CM38263,R4706419,METROLOGY-A,38263,162327,87V,125147,R,2019-12-13,2019-12-14,C,Y,20350170,R,1.0,0.0,MULTIMETRO DIGITAL PORTATIL FLUKE,CA,124560,162327,350812,1.0,87V,2019-12-14,20350170,R,1,2023-06-28T11:53:20.039Z,2019-12-14,162327,N,-1,AU047713,0
CM38336,R4727219,METROLOGY,38336,162623,F70199-52,125429,R,2019-12-16,2020-01-09,C,Y,AE007895,R,1.0,0.0,INFLATION TOOL TIRE DIGITAL,CA,126949,162623,356851,1.0,F70199-52,2020-01-09,AE007895,R,24,2023-06-28T11:53:20.039Z,,38336,N,-1,AR013812,
CM38336,R4727219,METROLOGY,38336,162623,F70199-52,125429,R,2019-12-16,2020-01-09,C,Y,AE007895,R,1.0,0.0,INFLATION TOOL TIRE DIGITAL,CA,126949,162623,356851,1.0,F70199-52,2020-01-09,AE007895,R,24,2023-06-28T11:53:20.039Z,2020-01-08,162623,N,-1,AR013812,1
CM38337,R4727319,METROLOGY-A,38337,162626,J6169NMF,125432,R,2019-12-16,2022-05-13,C,Y,11083449,R,1.0,0.0,TORQUIMETRO,CA,177394,162626,483481,1.0,J6169NMF,2022-05-13,11083449,R,879,2023-06-28T11:53:20.039Z,,38337,N,-1,AR036683,
CM38337,R4727319,METROLOGY-A,38337,162626,J6169NMF,125432,R,2019-12-16,2022-05-13,C,Y,11083449,R,1.0,0.0,TORQUIMETRO,CA,177394,162626,483481,1.0,J6169NMF,2022-05-13,11083449,R,879,2023-06-28T11:53:20.039Z,2022-04-29,162626,N,2,AR036683,14
CM38418,R4739919,METROLOGY-A,38418,162846,GAGE,125618,R,2019-12-17,2019-12-24,C,Y,G617,R,1.0,0.0,CALIBRE PASA NO PASA,CA,125512,162846,352946,1.0,GAGE,2019-12-24,G617,R,7,2023-06-28T11:53:20.039Z,,38418,N,-1,AU031609,
CM38418,R4739919,METROLOGY-A,38418,162846,GAGE,125618,R,2019-12-17,2019-12-24,C,Y,G617,R,1.0,0.0,CALIBRE PASA NO PASA,CA,125512,162846,352946,1.0,GAGE,2019-12-24,G617,R,7,2023-06-28T11:53:20.039Z,2019-12-17,162846,N,-1,AU031609,7
CM38466,R4752919,METROLOGY,38466,163018,TH401D,125774,R,2019-12-18,2019-12-19,C,Y,JH16000,R,1.0,0.0,CONTROLADOR + TERMOCUPLA,CA,125125,163018,352126,1.0,TH401D,2019-12-19,JH16000,R,1,2023-06-28T11:53:20.039Z,,38466,N,-1,AR027885,
CM38466,R4752919,METROLOGY,38466,163018,TH401D,125774,R,2019-12-18,2019-12-19,C,Y,JH16000,R,1.0,0.0,CONTROLADOR + TERMOCUPLA,CA,125125,163018,352126,1.0,TH401D,2019-12-19,JH16000,R,1,2023-06-28T11:53:20.039Z,,163018,N,-1,AR027885,
CM38504,R4760119,METROLOGY,38504,163119,T477W,125869,R,2019-12-18,2019-12-19,C,Y,1886,R,1.0,0.0,BONDING METER,CA,125033,163119,351788,1.0,T477W,2019-12-19,1886,R,1,2023-06-28T11:53:20.039Z,,38504,N,-1,AR027885,
CM38504,R4760119,METROLOGY,38504,163119,T477W,125869,R,2019-12-18,2019-12-19,C,Y,1886,R,1.0,0.0,BONDING METER,CA,125033,163119,351788,1.0,T477W,2019-12-19,1886,R,1,2023-06-28T11:53:20.039Z,,163119,N,-1,AR027885,
CM38581,R4767519,METROLOGY,38581,163316,TORCOFIX,126009,R,2019-12-19,2020-01-06,C,Y,HO73712,R,1.0,0.0,TORQUIMETRO,CA,126510,163316,355884,1.0,TORCOFIX,2020-01-06,HO73712,R,18,2023-06-28T11:53:20.039Z,,38581,N,-1,AR014968,
CM38581,R4767519,METROLOGY,38581,163316,TORCOFIX,126009,R,2019-12-19,2020-01-06,C,Y,HO73712,R,1.0,0.0,TORQUIMETRO,CA,126510,163316,355884,1.0,TORCOFIX,2020-01-06,HO73712,R,18,2023-06-28T11:53:20.039Z,2019-12-30,163316,N,-1,AR014968,7
CM38695,R4789719,METROLOGY-A,38695,163720,QD2R200,126335,R,2019-12-23,2020-09-09,C,Y,0215801800,R,1.0,0.0,TORQUIMETRO,CA,139880,163720,386925,1.0,QD2R200,2020-09-09,0215801800,R,261,2023-06-28T11:53:20.039Z,,38695,N,-1,AU047713,
CM38695,R4789719,METROLOGY-A,38695,163720,QD2R200,126335,R,2019-12-23,2020-09-09,C,Y,0215801800,R,1.0,0.0,TORQUIMETRO,CA,139880,163720,386925,1.0,QD2R200,2020-09-09,0215801800,R,261,2023-06-28T11:53:20.039Z,2020-09-07,163720,N,-1,AU047713,2
CM38697,R4789919,METROLOGY-A,38697,163724,8507,126340,R,2019-12-23,2019-12-23,C,Y,AU10,R,1.0,0.0,BANCO DE TRABAJO ESD,CA,125439,163724,352814,1.0,8507,2019-12-23,AU10,R,0,2023-06-28T11:53:20.039Z,,38697,N,-1,AU047713,
CM38697,R4789919,METROLOGY-A,38697,163724,8507,126340,R,2019-12-23,2019-12-23,C,Y,AU10,R,1.0,0.0,BANCO DE TRABAJO ESD,CA,125439,163724,352814,1.0,8507,2019-12-23,AU10,R,0,2023-06-28T11:53:20.039Z,2019-12-23,163724,N,-1,AU047713,0
CM38699,R4790219,METROLOGY-A,38699,163728,QD4R600,126343,R,2019-12-23,2019-12-26,C,Y,1110107998,R,1.0,0.0,TORQUIMETRO,CA,125697,163728,353436,1.0,QD4R600,2019-12-26,1110107998,R,3,2023-06-28T11:53:20.039Z,,38699,N,-1,AU031609,
CM38699,R4790219,METROLOGY-A,38699,163728,QD4R600,126343,R,2019-12-23,2019-12-26,C,Y,1110107998,R,1.0,0.0,TORQUIMETRO,CA,125697,163728,353436,1.0,QD4R600,2019-12-26,1110107998,R,3,2023-06-28T11:53:20.039Z,2019-12-26,163728,N,-1,AU031609,0
CM38723,R4793819,METROLOGY-A,38723,163812,H-2016-01,126426,R,2019-12-23,2020-01-02,C,Y,T-31659,R,1.0,0.0,MANOMETRO,CA,126216,163812,355037,1.0,H-2016-01,2020-01-02,T-31659,R,10,2023-06-28T11:53:20.039Z,,38723,N,-1,AU047713,
CM38723,R4793819,METROLOGY-A,38723,163812,H-2016-01,126426,R,2019-12-23,2020-01-02,C,Y,T-31659,R,1.0,0.0,MANOMETRO,CA,126216,163812,355037,1.0,H-2016-01,2020-01-02,T-31659,R,10,2023-06-28T11:53:20.039Z,2019-12-23,163812,N,-1,AU047713,10
CM38725,R4794119,METROLOGY-A,38725,163816,AU-MAN-4000,126430,R,2019-12-23,2022-01-27,C,Y,T-4693,R,1.0,0.0,MANOMETRO,CA,167339,163816,457078,1.0,AU-MAN-4000,2022-01-27,T-4693,R,766,2023-06-28T11:53:20.039Z,,38725,N,-1,AR022228,
CM38725,R4794119,METROLOGY-A,38725,163816,AU-MAN-4000,126430,R,2019-12-23,2022-01-27,C,Y,T-4693,R,1.0,0.0,MANOMETRO,CA,167339,163816,457078,1.0,AU-MAN-4000,2022-01-27,T-4693,R,766,2023-06-28T11:53:20.039Z,2021-08-17,163816,N,5,AR022228,163
CM38731,R4793419,METROLOGY,38731,163807,QD3R250A,126421,R,2019-12-23,2020-01-04,C,Y,0617128065,R,1.0,0.0,TORQUIMETRO,CA,126440,163807,355663,1.0,QD3R250A,2020-01-04,0617128065,R,12,2023-06-28T11:53:20.039Z,,38731,N,-1,AR014968,
CM38731,R4793419,METROLOGY,38731,163807,QD3R250A,126421,R,2019-12-23,2020-01-04,C,Y,0617128065,R,1.0,0.0,TORQUIMETRO,CA,126440,163807,355663,1.0,QD3R250A,2020-01-04,0617128065,R,12,2023-06-28T11:53:20.039Z,2019-12-26,163807,N,-1,AR014968,9
CM38850,R4808519,METROLOGY,38850,164065,NTG2604-S,126650,R,2019-12-26,2020-01-13,C,Y,15425/009,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,127324,164065,357829,1.0,NTG2604-S,2020-01-13,15425/009,R,18,2023-06-28T11:53:20.039Z,,38850,N,-1,AR013158,
CM38850,R4808519,METROLOGY,38850,164065,NTG2604-S,126650,R,2019-12-26,2020-01-13,C,Y,15425/009,R,1.0,0.0,MANOMETRO DE RUEDAS,CA,127324,164065,357829,1.0,NTG2604-S,2020-01-13,15425/009,R,18,2023-06-28T11:53:20.039Z,2020-01-10,164065,N,-1,AR013158,3
CM38862,R3231819,METROLOGY,38862,135712,15000 PSI,104204,R,2019-08-05,2019-12-26,C,Y,8813,R,1.0,0.0,MANOMETRO,CA,125622,135712,353280,1.0,15000 PSI,2019-12-26,8813,R,143,2023-06-28T11:53:20.039Z,,38862,N,-1,AR013158,
CM38862,R3231819,METROLOGY,38862,135712,15000 PSI,104204,R,2019-08-05,2019-12-26,C,Y,8813,R,1.0,0.0,MANOMETRO,CA,125622,135712,353280,1.0,15000 PSI,2019-12-26,8813,R,143,2023-06-28T11:53:20.039Z,,135712,N,-1,AR026553,
CM38883,R4818819,METROLOGY-A,38883,164190,M22520/6-011,126772,R,2019-12-27,2020-01-10,C,Y,G170,R,1.0,0.0,CALIBRE PASA NO PASA,CA,127066,164190,357235,1.0,M22520/6-011,2020-01-10,G170,R,14,2023-06-28T11:53:20.039Z,,38883,N,-1,AU031609,
